,feature_image,label_image
5083,Features_v2.305.tif,Labels_v2.305.tif
3677,Features_v2.164.tif,Labels_v2.164.tif
1390,Features.536.tif,Labels.536.tif
6078,Features_v2.46.tif,Labels_v2.46.tif
5826,Features_v2.58.tif,Labels_v2.58.tif
1160,Features.76.tif,Labels.76.tif
3576,Features_v2.762.tif,Labels_v2.762.tif
3655,Features_v2.915.tif,Labels_v2.915.tif
1537,Features.1102.tif,Labels.1102.tif
3077,Features.628.tif,Labels.628.tif
4052,Features_v2.391.tif,Labels_v2.391.tif
1165,Features.1313.tif,Labels.1313.tif
5238,Features_v2.536.tif,Labels_v2.536.tif
4313,Features_v2.350.tif,Labels_v2.350.tif
1118,Features.1024.tif,Labels.1024.tif
1604,Features.795.tif,Labels.795.tif
3226,Features.195.tif,Labels.195.tif
2468,Features.146.tif,Labels.146.tif
1237,Features.721.tif,Labels.721.tif
1497,Features.542.tif,Labels.542.tif
4362,Features_v2.12.tif,Labels_v2.12.tif
5915,Features_v2.499.tif,Labels_v2.499.tif
5884,Features_v2.168.tif,Labels_v2.168.tif
1147,Features.1070.tif,Labels.1070.tif
6604,Features_v2.440.tif,Labels_v2.440.tif
3352,Features.20.tif,Labels.20.tif
522,Features.235.tif,Labels.235.tif
5762,Features_v2.844.tif,Labels_v2.844.tif
372,Features.15.tif,Labels.15.tif
3329,Features.837.tif,Labels.837.tif
3078,Features.888.tif,Labels.888.tif
5448,Features_v2.249.tif,Labels_v2.249.tif
367,Features.852.tif,Labels.852.tif
4560,Features_v2.369.tif,Labels_v2.369.tif
3023,Features.822.tif,Labels.822.tif
518,Features.353.tif,Labels.353.tif
3076,Features.970.tif,Labels.970.tif
389,Features.606.tif,Labels.606.tif
2935,Features.967.tif,Labels.967.tif
2595,Features.1066.tif,Labels.1066.tif
4567,Features_v2.298.tif,Labels_v2.298.tif
3579,Features_v2.432.tif,Labels_v2.432.tif
4981,Features_v2.389.tif,Labels_v2.389.tif
5943,Features_v2.689.tif,Labels_v2.689.tif
3958,Features_v2.221.tif,Labels_v2.221.tif
6528,Features_v2.708.tif,Labels_v2.708.tif
5589,Features_v2.267.tif,Labels_v2.267.tif
2641,Features.429.tif,Labels.429.tif
2180,Features.636.tif,Labels.636.tif
3834,Features_v2.653.tif,Labels_v2.653.tif
289,Features.407.tif,Labels.407.tif
2351,Features.122.tif,Labels.122.tif
4200,Features_v2.696.tif,Labels_v2.696.tif
2796,Features.142.tif,Labels.142.tif
2189,Features.753.tif,Labels.753.tif
1074,Features.20.tif,Labels.20.tif
324,Features.428.tif,Labels.428.tif
4898,Features_v2.178.tif,Labels_v2.178.tif
211,Features.179.tif,Labels.179.tif
4809,Features_v2.637.tif,Labels_v2.637.tif
789,Features.809.tif,Labels.809.tif
4655,Features_v2.117.tif,Labels_v2.117.tif
3597,Features_v2.361.tif,Labels_v2.361.tif
2076,Features.300.tif,Labels.300.tif
2063,Features.1341.tif,Labels.1341.tif
93,Features.218.tif,Labels.218.tif
5877,Features_v2.860.tif,Labels_v2.860.tif
5951,Features_v2.935.tif,Labels_v2.935.tif
1008,Features.119.tif,Labels.119.tif
991,Features.772.tif,Labels.772.tif
4413,Features_v2.197.tif,Labels_v2.197.tif
3225,Features.1003.tif,Labels.1003.tif
3454,Features.776.tif,Labels.776.tif
644,Features.88.tif,Labels.88.tif
457,Features.314.tif,Labels.314.tif
5866,Features_v2.149.tif,Labels_v2.149.tif
5373,Features_v2.691.tif,Labels_v2.691.tif
3908,Features_v2.473.tif,Labels_v2.473.tif
4134,Features_v2.172.tif,Labels_v2.172.tif
6261,Features_v2.888.tif,Labels_v2.888.tif
6359,Features_v2.732.tif,Labels_v2.732.tif
36,Features.111.tif,Labels.111.tif
2720,Features.314.tif,Labels.314.tif
716,Features.1004.tif,Labels.1004.tif
277,Features.331.tif,Labels.331.tif
6475,Features_v2.833.tif,Labels_v2.833.tif
6278,Features_v2.851.tif,Labels_v2.851.tif
271,Features.842.tif,Labels.842.tif
635,Features.129.tif,Labels.129.tif
2402,Features.303.tif,Labels.303.tif
1179,Features.413.tif,Labels.413.tif
3819,Features_v2.852.tif,Labels_v2.852.tif
2129,Features.947.tif,Labels.947.tif
4283,Features_v2.242.tif,Labels_v2.242.tif
2291,Features.1114.tif,Labels.1114.tif
3540,Features_v2.713.tif,Labels_v2.713.tif
6049,Features_v2.483.tif,Labels_v2.483.tif
1382,Features.932.tif,Labels.932.tif
6159,Features_v2.767.tif,Labels_v2.767.tif
5443,Features_v2.531.tif,Labels_v2.531.tif
3094,Features.470.tif,Labels.470.tif
5906,Features_v2.575.tif,Labels_v2.575.tif
3779,Features_v2.655.tif,Labels_v2.655.tif
279,Features.1289.tif,Labels.1289.tif
3938,Features_v2.403.tif,Labels_v2.403.tif
4499,Features_v2.786.tif,Labels_v2.786.tif
4130,Features_v2.134.tif,Labels_v2.134.tif
3957,Features_v2.748.tif,Labels_v2.748.tif
6327,Features_v2.819.tif,Labels_v2.819.tif
5752,Features_v2.316.tif,Labels_v2.316.tif
2269,Features.266.tif,Labels.266.tif
3395,Features.153.tif,Labels.153.tif
5015,Features_v2.50.tif,Labels_v2.50.tif
6335,Features_v2.285.tif,Labels_v2.285.tif
605,Features.590.tif,Labels.590.tif
5594,Features_v2.294.tif,Labels_v2.294.tif
3090,Features.185.tif,Labels.185.tif
3246,Features.1248.tif,Labels.1248.tif
2807,Features.823.tif,Labels.823.tif
4235,Features_v2.888.tif,Labels_v2.888.tif
2190,Features.514.tif,Labels.514.tif
1214,Features.203.tif,Labels.203.tif
4372,Features_v2.870.tif,Labels_v2.870.tif
4568,Features_v2.618.tif,Labels_v2.618.tif
3017,Features.207.tif,Labels.207.tif
5831,Features_v2.811.tif,Labels_v2.811.tif
4350,Features_v2.149.tif,Labels_v2.149.tif
1451,Features.521.tif,Labels.521.tif
1410,Features.1284.tif,Labels.1284.tif
4254,Features_v2.335.tif,Labels_v2.335.tif
1333,Features.723.tif,Labels.723.tif
4363,Features_v2.910.tif,Labels_v2.910.tif
3231,Features.72.tif,Labels.72.tif
2123,Features.300.tif,Labels.300.tif
2954,Features.82.tif,Labels.82.tif
2899,Features.340.tif,Labels.340.tif
5966,Features_v2.292.tif,Labels_v2.292.tif
4886,Features_v2.841.tif,Labels_v2.841.tif
1742,Features.897.tif,Labels.897.tif
2753,Features.525.tif,Labels.525.tif
2290,Features.421.tif,Labels.421.tif
1358,Features.681.tif,Labels.681.tif
1520,Features.1170.tif,Labels.1170.tif
5012,Features_v2.218.tif,Labels_v2.218.tif
4159,Features_v2.367.tif,Labels_v2.367.tif
6204,Features_v2.747.tif,Labels_v2.747.tif
5483,Features_v2.664.tif,Labels_v2.664.tif
575,Features.775.tif,Labels.775.tif
238,Features.1255.tif,Labels.1255.tif
2823,Features.366.tif,Labels.366.tif
3058,Features.1292.tif,Labels.1292.tif
908,Features.554.tif,Labels.554.tif
2943,Features.893.tif,Labels.893.tif
3182,Features.255.tif,Labels.255.tif
1999,Features.95.tif,Labels.95.tif
6054,Features_v2.74.tif,Labels_v2.74.tif
1445,Features.878.tif,Labels.878.tif
1053,Features.1008.tif,Labels.1008.tif
3499,Features_v2.592.tif,Labels_v2.592.tif
1153,Features.1202.tif,Labels.1202.tif
3565,Features_v2.983.tif,Labels_v2.983.tif
954,Features.1127.tif,Labels.1127.tif
2913,Features.429.tif,Labels.429.tif
1803,Features.284.tif,Labels.284.tif
2624,Features.588.tif,Labels.588.tif
2878,Features.1061.tif,Labels.1061.tif
1797,Features.523.tif,Labels.523.tif
1597,Features.1124.tif,Labels.1124.tif
2375,Features.676.tif,Labels.676.tif
5107,Features_v2.313.tif,Labels_v2.313.tif
2338,Features.240.tif,Labels.240.tif
1383,Features.183.tif,Labels.183.tif
1282,Features.385.tif,Labels.385.tif
3353,Features.408.tif,Labels.408.tif
3564,Features_v2.400.tif,Labels_v2.400.tif
1708,Features.447.tif,Labels.447.tif
727,Features.598.tif,Labels.598.tif
938,Features.297.tif,Labels.297.tif
3717,Features_v2.798.tif,Labels_v2.798.tif
2510,Features.34.tif,Labels.34.tif
3889,Features_v2.965.tif,Labels_v2.965.tif
1079,Features.865.tif,Labels.865.tif
5848,Features_v2.560.tif,Labels_v2.560.tif
297,Features.562.tif,Labels.562.tif
4908,Features_v2.28.tif,Labels_v2.28.tif
1654,Features.805.tif,Labels.805.tif
1645,Features.1103.tif,Labels.1103.tif
3985,Features_v2.404.tif,Labels_v2.404.tif
6310,Features_v2.273.tif,Labels_v2.273.tif
5599,Features_v2.240.tif,Labels_v2.240.tif
4594,Features_v2.203.tif,Labels_v2.203.tif
1471,Features.863.tif,Labels.863.tif
5240,Features_v2.893.tif,Labels_v2.893.tif
3501,Features_v2.879.tif,Labels_v2.879.tif
5051,Features_v2.755.tif,Labels_v2.755.tif
5510,Features_v2.538.tif,Labels_v2.538.tif
1782,Features.479.tif,Labels.479.tif
859,Features.603.tif,Labels.603.tif
4029,Features_v2.980.tif,Labels_v2.980.tif
3286,Features.717.tif,Labels.717.tif
4502,Features_v2.325.tif,Labels_v2.325.tif
2471,Features.722.tif,Labels.722.tif
3044,Features.144.tif,Labels.144.tif
6442,Features_v2.896.tif,Labels_v2.896.tif
6568,Features_v2.898.tif,Labels_v2.898.tif
4018,Features_v2.685.tif,Labels_v2.685.tif
898,Features.907.tif,Labels.907.tif
1609,Features.984.tif,Labels.984.tif
5147,Features_v2.417.tif,Labels_v2.417.tif
5307,Features_v2.380.tif,Labels_v2.380.tif
4957,Features_v2.752.tif,Labels_v2.752.tif
2981,Features.613.tif,Labels.613.tif
835,Features.282.tif,Labels.282.tif
2191,Features.960.tif,Labels.960.tif
1940,Features.622.tif,Labels.622.tif
5206,Features_v2.1067.tif,Labels_v2.1067.tif
1133,Features.166.tif,Labels.166.tif
1465,Features.828.tif,Labels.828.tif
3508,Features_v2.683.tif,Labels_v2.683.tif
1731,Features.141.tif,Labels.141.tif
4164,Features_v2.742.tif,Labels_v2.742.tif
1763,Features.55.tif,Labels.55.tif
1810,Features.28.tif,Labels.28.tif
5028,Features_v2.230.tif,Labels_v2.230.tif
3991,Features_v2.484.tif,Labels_v2.484.tif
3513,Features_v2.459.tif,Labels_v2.459.tif
1064,Features.476.tif,Labels.476.tif
777,Features.890.tif,Labels.890.tif
3155,Features.185.tif,Labels.185.tif
140,Features.430.tif,Labels.430.tif
768,Features.867.tif,Labels.867.tif
5736,Features_v2.916.tif,Labels_v2.916.tif
6218,Features_v2.788.tif,Labels_v2.788.tif
6377,Features_v2.845.tif,Labels_v2.845.tif
6394,Features_v2.1003.tif,Labels_v2.1003.tif
1043,Features.450.tif,Labels.450.tif
3541,Features_v2.222.tif,Labels_v2.222.tif
3683,Features_v2.471.tif,Labels_v2.471.tif
3469,Features.734.tif,Labels.734.tif
637,Features.518.tif,Labels.518.tif
1087,Features.495.tif,Labels.495.tif
5507,Features_v2.886.tif,Labels_v2.886.tif
3172,Features.632.tif,Labels.632.tif
5960,Features_v2.754.tif,Labels_v2.754.tif
387,Features.956.tif,Labels.956.tif
5989,Features_v2.847.tif,Labels_v2.847.tif
6103,Features_v2.877.tif,Labels_v2.877.tif
3439,Features.452.tif,Labels.452.tif
3851,Features_v2.614.tif,Labels_v2.614.tif
6629,Features_v2.153.tif,Labels_v2.153.tif
1682,Features.582.tif,Labels.582.tif
464,Features.1081.tif,Labels.1081.tif
817,Features.107.tif,Labels.107.tif
5709,Features_v2.819.tif,Labels_v2.819.tif
383,Features.953.tif,Labels.953.tif
1648,Features.1267.tif,Labels.1267.tif
814,Features.1139.tif,Labels.1139.tif
618,Features.730.tif,Labels.730.tif
2102,Features.770.tif,Labels.770.tif
1991,Features.1200.tif,Labels.1200.tif
4659,Features_v2.385.tif,Labels_v2.385.tif
2558,Features.202.tif,Labels.202.tif
5007,Features_v2.911.tif,Labels_v2.911.tif
2080,Features.342.tif,Labels.342.tif
2803,Features.42.tif,Labels.42.tif
4682,Features_v2.53.tif,Labels_v2.53.tif
4837,Features_v2.520.tif,Labels_v2.520.tif
3074,Features.890.tif,Labels.890.tif
3838,Features_v2.27.tif,Labels_v2.27.tif
1848,Features.1236.tif,Labels.1236.tif
2967,Features.1246.tif,Labels.1246.tif
613,Features.788.tif,Labels.788.tif
79,Features.199.tif,Labels.199.tif
6169,Features_v2.572.tif,Labels_v2.572.tif
3932,Features_v2.908.tif,Labels_v2.908.tif
33,Features.408.tif,Labels.408.tif
4688,Features_v2.246.tif,Labels_v2.246.tif
5922,Features_v2.640.tif,Labels_v2.640.tif
2161,Features.271.tif,Labels.271.tif
3605,Features_v2.1025.tif,Labels_v2.1025.tif
5829,Features_v2.765.tif,Labels_v2.765.tif
5278,Features_v2.370.tif,Labels_v2.370.tif
786,Features.270.tif,Labels.270.tif
3613,Features_v2.430.tif,Labels_v2.430.tif
3925,Features_v2.765.tif,Labels_v2.765.tif
1293,Features.25.tif,Labels.25.tif
449,Features.139.tif,Labels.139.tif
3086,Features.38.tif,Labels.38.tif
3788,Features_v2.147.tif,Labels_v2.147.tif
5886,Features_v2.985.tif,Labels_v2.985.tif
3942,Features_v2.620.tif,Labels_v2.620.tif
3330,Features.874.tif,Labels.874.tif
6393,Features_v2.806.tif,Labels_v2.806.tif
5505,Features_v2.1005.tif,Labels_v2.1005.tif
3345,Features.913.tif,Labels.913.tif
1750,Features.211.tif,Labels.211.tif
5386,Features_v2.169.tif,Labels_v2.169.tif
6308,Features_v2.390.tif,Labels_v2.390.tif
1594,Features.444.tif,Labels.444.tif
3256,Features.101.tif,Labels.101.tif
3443,Features.597.tif,Labels.597.tif
4233,Features_v2.406.tif,Labels_v2.406.tif
1377,Features.971.tif,Labels.971.tif
3855,Features_v2.408.tif,Labels_v2.408.tif
1640,Features.667.tif,Labels.667.tif
2747,Features.292.tif,Labels.292.tif
502,Features.620.tif,Labels.620.tif
4009,Features_v2.457.tif,Labels_v2.457.tif
3249,Features.694.tif,Labels.694.tif
5245,Features_v2.19.tif,Labels_v2.19.tif
745,Features.328.tif,Labels.328.tif
961,Features.474.tif,Labels.474.tif
2648,Features.556.tif,Labels.556.tif
4380,Features_v2.562.tif,Labels_v2.562.tif
6300,Features_v2.96.tif,Labels_v2.96.tif
4137,Features_v2.151.tif,Labels_v2.151.tif
3259,Features.785.tif,Labels.785.tif
1271,Features.349.tif,Labels.349.tif
2477,Features.838.tif,Labels.838.tif
4125,Features_v2.63.tif,Labels_v2.63.tif
3875,Features_v2.713.tif,Labels_v2.713.tif
76,Features.1210.tif,Labels.1210.tif
1126,Features.1251.tif,Labels.1251.tif
2508,Features.247.tif,Labels.247.tif
1760,Features.515.tif,Labels.515.tif
4006,Features_v2.145.tif,Labels_v2.145.tif
6274,Features_v2.778.tif,Labels_v2.778.tif
6316,Features_v2.436.tif,Labels_v2.436.tif
2685,Features.705.tif,Labels.705.tif
6091,Features_v2.567.tif,Labels_v2.567.tif
5612,Features_v2.345.tif,Labels_v2.345.tif
940,Features.720.tif,Labels.720.tif
601,Features.281.tif,Labels.281.tif
3325,Features.163.tif,Labels.163.tif
1789,Features.42.tif,Labels.42.tif
3334,Features.718.tif,Labels.718.tif
1025,Features.225.tif,Labels.225.tif
5031,Features_v2.132.tif,Labels_v2.132.tif
5299,Features_v2.806.tif,Labels_v2.806.tif
5616,Features_v2.839.tif,Labels_v2.839.tif
1979,Features.911.tif,Labels.911.tif
2603,Features.772.tif,Labels.772.tif
1583,Features.925.tif,Labels.925.tif
86,Features.1151.tif,Labels.1151.tif
460,Features.877.tif,Labels.877.tif
5688,Features_v2.200.tif,Labels_v2.200.tif
1082,Features.177.tif,Labels.177.tif
1561,Features.548.tif,Labels.548.tif
1987,Features.766.tif,Labels.766.tif
4465,Features_v2.809.tif,Labels_v2.809.tif
5324,Features_v2.383.tif,Labels_v2.383.tif
5560,Features_v2.307.tif,Labels_v2.307.tif
3029,Features.312.tif,Labels.312.tif
2423,Features.530.tif,Labels.530.tif
4121,Features_v2.78.tif,Labels_v2.78.tif
3715,Features_v2.711.tif,Labels_v2.711.tif
4716,Features_v2.348.tif,Labels_v2.348.tif
4588,Features_v2.666.tif,Labels_v2.666.tif
4089,Features_v2.906.tif,Labels_v2.906.tif
4743,Features_v2.184.tif,Labels_v2.184.tif
4496,Features_v2.4.tif,Labels_v2.4.tif
690,Features.436.tif,Labels.436.tif
6645,Features_v2.636.tif,Labels_v2.636.tif
4847,Features_v2.368.tif,Labels_v2.368.tif
4988,Features_v2.400.tif,Labels_v2.400.tif
6220,Features_v2.312.tif,Labels_v2.312.tif
1743,Features.635.tif,Labels.635.tif
5883,Features_v2.1049.tif,Labels_v2.1049.tif
5181,Features_v2.379.tif,Labels_v2.379.tif
1575,Features.1110.tif,Labels.1110.tif
6267,Features_v2.735.tif,Labels_v2.735.tif
2141,Features.192.tif,Labels.192.tif
2099,Features.1228.tif,Labels.1228.tif
351,Features.138.tif,Labels.138.tif
2775,Features.462.tif,Labels.462.tif
2094,Features.426.tif,Labels.426.tif
3478,Features.153.tif,Labels.153.tif
2797,Features.36.tif,Labels.36.tif
909,Features.339.tif,Labels.339.tif
4358,Features_v2.912.tif,Labels_v2.912.tif
1814,Features.861.tif,Labels.861.tif
1421,Features.1135.tif,Labels.1135.tif
3407,Features.120.tif,Labels.120.tif
2033,Features.1018.tif,Labels.1018.tif
3248,Features.597.tif,Labels.597.tif
6531,Features_v2.904.tif,Labels_v2.904.tif
3523,Features_v2.865.tif,Labels_v2.865.tif
4577,Features_v2.480.tif,Labels_v2.480.tif
4570,Features_v2.224.tif,Labels_v2.224.tif
5052,Features_v2.277.tif,Labels_v2.277.tif
5361,Features_v2.646.tif,Labels_v2.646.tif
3140,Features.656.tif,Labels.656.tif
4619,Features_v2.101.tif,Labels_v2.101.tif
5946,Features_v2.756.tif,Labels_v2.756.tif
856,Features.857.tif,Labels.857.tif
2551,Features.539.tif,Labels.539.tif
58,Features.1128.tif,Labels.1128.tif
2513,Features.844.tif,Labels.844.tif
4913,Features_v2.638.tif,Labels_v2.638.tif
3173,Features.410.tif,Labels.410.tif
4068,Features_v2.464.tif,Labels_v2.464.tif
1833,Features.433.tif,Labels.433.tif
3821,Features_v2.253.tif,Labels_v2.253.tif
5442,Features_v2.271.tif,Labels_v2.271.tif
3118,Features.399.tif,Labels.399.tif
1279,Features.247.tif,Labels.247.tif
373,Features.989.tif,Labels.989.tif
2368,Features.463.tif,Labels.463.tif
1313,Features.417.tif,Labels.417.tif
6551,Features_v2.461.tif,Labels_v2.461.tif
4720,Features_v2.688.tif,Labels_v2.688.tif
2242,Features.241.tif,Labels.241.tif
4950,Features_v2.984.tif,Labels_v2.984.tif
3592,Features_v2.949.tif,Labels_v2.949.tif
5849,Features_v2.613.tif,Labels_v2.613.tif
4899,Features_v2.127.tif,Labels_v2.127.tif
6329,Features_v2.811.tif,Labels_v2.811.tif
4941,Features_v2.775.tif,Labels_v2.775.tif
2426,Features.256.tif,Labels.256.tif
3606,Features_v2.728.tif,Labels_v2.728.tif
4740,Features_v2.852.tif,Labels_v2.852.tif
4466,Features_v2.20.tif,Labels_v2.20.tif
796,Features.1054.tif,Labels.1054.tif
6542,Features_v2.93.tif,Labels_v2.93.tif
4932,Features_v2.903.tif,Labels_v2.903.tif
2916,Features.851.tif,Labels.851.tif
3572,Features_v2.130.tif,Labels_v2.130.tif
428,Features.1076.tif,Labels.1076.tif
1751,Features.1277.tif,Labels.1277.tif
5845,Features_v2.399.tif,Labels_v2.399.tif
2883,Features.178.tif,Labels.178.tif
2221,Features.71.tif,Labels.71.tif
688,Features.180.tif,Labels.180.tif
5585,Features_v2.769.tif,Labels_v2.769.tif
3261,Features.729.tif,Labels.729.tif
2586,Features.574.tif,Labels.574.tif
5310,Features_v2.248.tif,Labels_v2.248.tif
1432,Features.704.tif,Labels.704.tif
862,Features.532.tif,Labels.532.tif
565,Features.715.tif,Labels.715.tif
1941,Features.46.tif,Labels.46.tif
2506,Features.49.tif,Labels.49.tif
4726,Features_v2.681.tif,Labels_v2.681.tif
6147,Features_v2.854.tif,Labels_v2.854.tif
409,Features.476.tif,Labels.476.tif
1458,Features.796.tif,Labels.796.tif
2963,Features.427.tif,Labels.427.tif
968,Features.13.tif,Labels.13.tif
6583,Features_v2.234.tif,Labels_v2.234.tif
5809,Features_v2.235.tif,Labels_v2.235.tif
5120,Features_v2.715.tif,Labels_v2.715.tif
4271,Features_v2.1070.tif,Labels_v2.1070.tif
4044,Features_v2.231.tif,Labels_v2.231.tif
1691,Features.807.tif,Labels.807.tif
4703,Features_v2.675.tif,Labels_v2.675.tif
1835,Features.160.tif,Labels.160.tif
4162,Features_v2.324.tif,Labels_v2.324.tif
6229,Features_v2.555.tif,Labels_v2.555.tif
3915,Features_v2.639.tif,Labels_v2.639.tif
4534,Features_v2.821.tif,Labels_v2.821.tif
548,Features.164.tif,Labels.164.tif
465,Features.821.tif,Labels.821.tif
994,Features.764.tif,Labels.764.tif
1320,Features.16.tif,Labels.16.tif
2920,Features.625.tif,Labels.625.tif
3277,Features.896.tif,Labels.896.tif
2118,Features.922.tif,Labels.922.tif
2255,Features.210.tif,Labels.210.tif
6108,Features_v2.1047.tif,Labels_v2.1047.tif
2406,Features.716.tif,Labels.716.tif
4581,Features_v2.229.tif,Labels_v2.229.tif
5506,Features_v2.547.tif,Labels_v2.547.tif
2717,Features.424.tif,Labels.424.tif
6585,Features_v2.532.tif,Labels_v2.532.tif
300,Features.89.tif,Labels.89.tif
5763,Features_v2.184.tif,Labels_v2.184.tif
3019,Features.387.tif,Labels.387.tif
985,Features.537.tif,Labels.537.tif
5996,Features_v2.964.tif,Labels_v2.964.tif
6492,Features_v2.718.tif,Labels_v2.718.tif
6571,Features_v2.926.tif,Labels_v2.926.tif
2292,Features.976.tif,Labels.976.tif
5046,Features_v2.743.tif,Labels_v2.743.tif
3755,Features_v2.533.tif,Labels_v2.533.tif
4230,Features_v2.805.tif,Labels_v2.805.tif
415,Features.213.tif,Labels.213.tif
1105,Features.4.tif,Labels.4.tif
3602,Features_v2.640.tif,Labels_v2.640.tif
1263,Features.424.tif,Labels.424.tif
2072,Features.398.tif,Labels.398.tif
3191,Features.876.tif,Labels.876.tif
875,Features.45.tif,Labels.45.tif
5774,Features_v2.903.tif,Labels_v2.903.tif
4702,Features_v2.40.tif,Labels_v2.40.tif
2790,Features.963.tif,Labels.963.tif
1055,Features.1120.tif,Labels.1120.tif
2504,Features.810.tif,Labels.810.tif
5355,Features_v2.438.tif,Labels_v2.438.tif
2400,Features.290.tif,Labels.290.tif
2418,Features.870.tif,Labels.870.tif
2985,Features.693.tif,Labels.693.tif
4083,Features_v2.155.tif,Labels_v2.155.tif
128,Features.640.tif,Labels.640.tif
6210,Features_v2.387.tif,Labels_v2.387.tif
5924,Features_v2.459.tif,Labels_v2.459.tif
3992,Features_v2.80.tif,Labels_v2.80.tif
1815,Features.116.tif,Labels.116.tif
5873,Features_v2.452.tif,Labels_v2.452.tif
2220,Features.389.tif,Labels.389.tif
834,Features.396.tif,Labels.396.tif
6163,Features_v2.516.tif,Labels_v2.516.tif
4545,Features_v2.168.tif,Labels_v2.168.tif
3475,Features.389.tif,Labels.389.tif
2600,Features.162.tif,Labels.162.tif
6545,Features_v2.604.tif,Labels_v2.604.tif
1595,Features.579.tif,Labels.579.tif
5620,Features_v2.90.tif,Labels_v2.90.tif
3545,Features_v2.135.tif,Labels_v2.135.tif
5973,Features_v2.936.tif,Labels_v2.936.tif
800,Features.118.tif,Labels.118.tif
5627,Features_v2.130.tif,Labels_v2.130.tif
3616,Features_v2.759.tif,Labels_v2.759.tif
4210,Features_v2.260.tif,Labels_v2.260.tif
4580,Features_v2.469.tif,Labels_v2.469.tif
1671,Features.527.tif,Labels.527.tif
701,Features.3.tif,Labels.3.tif
873,Features.284.tif,Labels.284.tif
